alias_id,violation_id,alias_text,alias_type
ND100_42_3_đ_0945_a0,ND100_42_3_đ_0945,Điều khiển tàu chạy lùi khi có đầu máy đẩy vào khu gian,canonical
ND100_42_4_a_0946_a0,ND100_42_4_a_0946,Cho tàu chạy vào khu gian mà chưa có chứng vật chạy tàu,canonical
ND100_42_3_d_0947_a0,ND100_42_3_d_0947,Điều khiển tàu chạy khi đã xin cứu viện mà chưa được phép,canonical
ND100_42_4_b_0948_a0,ND100_42_4_b_0948,Để người không có phận sự thực hiện nhiệm vụ khi không được phép,canonical
ND100_42_5_0949_a0,ND100_42_5_0949,"hành vi vi phạm quy định tại khoản 3, điểm a khoản 4 Điều 42 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển tàu chạy lùi trong khu gian đóng đường tự động khi chưa có lệnh; Điều khiển tàu chạy lùi khi thông tin bị gián đoạn mà phía sau tàu đó có tàu chạy cùng chiều; Điều khiển tàu chạy lùi khi sương mù, mưa to, gió lớn mà không xác nhận được tín hiệu; Điều khiển tàu chạy lùi trong trường hợp tàu có đầu máy đẩy vào khu gian rồi trở về.; Điều khiển tàu chạy tiến hoặc lùi trong trường hợp đã xin cứu viện mà chưa được phép bằng mệnh lệnh; Trực ban chạy tàu ga, lái tàu, trưởng tàu cho tàu chạy vào khu gian mà chưa có chứng vật chạy tàu)",canonical
ND100_43_1_b_0950_a0,ND100_43_1_b_0950,Trực ban chạy tàu ga không ghi chép đầy đủ các mẫu điện tín,canonical
ND100_43_2_0951_a0,ND100_43_2_0951,Để tàu đỗ trước cột tín hiệu vào ga không có lý do chính đáng,canonical
ND100_43_3_0952_a0,ND100_43_3_0952,Không đóng chắn hoặc đóng chắn không đúng thời gian,canonical
ND100_43_1_c_0953_a0,ND100_43_1_c_0953,Không ghi chép đầy đủ thông tin về giờ tàu chạy,canonical
ND100_43_1_a_0954_a0,ND100_43_1_a_0954,"không đón, tiễn tàu hoặc tác nghiệp đón, tiễn tàu không đúng quy định trừ các hành vi vi phạm quy định tại khoản 2, khoản 3, khoản 4 Điều 43 Nghị định số 100/2019/NĐ-CP (Cụ thể: để tàu đỗ trước cột tín hiệu vào ga khi không có lý do chính đáng; không đóng chắn hoặc đóng chắn không đúng thời gian quy định; Cho tàu chạy vào khu gian mà không thông báo cho nhân viên gác đường ngang, cầu chung theo quy định; Đón, gửi tàu mà không thu chìa khóa ghi hoặc không áp dụng các biện pháp khống chế ghi; Tổ chức đón tàu vào đường không thanh thoát mà không áp dụng các biện pháp an toàn theo quy định; Đón, gửi nhầm tàu; Để phương tiện giao thông đường sắt khác chiếm dụng đường chính tuyến trong ga; Không kiểm tra, không xác nhận việc dồn dịch gây ảnh hưởng, trở ngại đến đường đón, gửi tàu theo quy định.; Không thông báo cho trực ban chạy tàu ga đến, ga đi, nhân viên điều độ chạy tàu tuyến về số hiệu tàu, giờ thực tế tàu đến, đi, thông qua sau khi tàu đến, đi, thông qua ga theo quy định)",canonical
ND100_43_4_d_0955_a0,ND100_43_4_d_0955,"Cho tàu chạy vào khu gian không thông báo cho nhân viên gác đường ngang, cầu chung",canonical
ND100_43_4_c_0956_a0,ND100_43_4_c_0956,"Đón, gửi tàu không thu chìa khóa ghi hoặc không áp dụng biện pháp khống chế ghi",canonical
ND100_43_4_a_0957_a0,ND100_43_4_a_0957,Tổ chức đón tàu vào đường không thanh thoát không áp dụng biện pháp an toàn,canonical
ND100_43_4_b_0958_a0,ND100_43_4_b_0958,"Đón, gửi nhầm tàu",canonical
ND100_43_4_đ_0959_a0,ND100_43_4_đ_0959,Để phương tiện giao thông đường sắt khác chiếm dụng đường chính tuyến trong ga,canonical
ND100_44_1_a_0960_a0,ND100_44_1_a_0960,Không kéo còi làm tín hiệu hô đáp sau khi xác nhận tín hiệu dồn,canonical
ND100_44_1_b_0961_a0,ND100_44_1_b_0961,Không thực hiện đúng tín hiệu dồn tàu,canonical
ND100_44_2_0962_a0,ND100_44_2_0962,"Không điều hành giao thông khi chắn hỏng, đèn tín hiệu không hoạt động hoặc báo hiệu sai",canonical
ND100_43_4_g_0963_a0,ND100_43_4_g_0963,"Không kiểm tra, xác nhận việc dồn dịch gây ảnh hưởng đến đường đón, gửi tàu",canonical
ND100_43_4_e_0964_a0,ND100_43_4_e_0964,"Không thông báo về số hiệu tàu, giờ tàu đến, đi, thông qua",canonical
ND100_44_3_d_0965_a0,ND100_44_3_d_0965,Lái tàu chạy khi có tín hiệu ngừng tàu,canonical
ND100_44_3_a_0966_a0,ND100_44_3_a_0966,Cho tàu chạy khi chưa có tín hiệu an toàn,canonical
ND100_44_3_c_0967_a0,ND100_44_3_c_0967,Lái tàu không dừng khi pháo phòng vệ đã nổ,canonical
ND100_44_4_0968_a0,ND100_44_4_0968,"hành vi vi phạm quy định tại điểm b, điểm c, điểm d khoản 3 Điều 44 Nghị định số 100/2019/NĐ-CP (Cụ thể: Lái tàu điều khiển tàu chạy vượt qua tín hiệu vào ga, ra ga đang ở trạng thái đóng khi chưa được phép của người chỉ huy chạy tàu ở ga; Lái tàu không dừng tàu khi tàu đã đè lên pháo phòng vệ và pháo phòng vệ đã nổ bình thường; Lái tàu tiếp tục cho tàu chạy khi đã nhận được tín hiệu ngừng tàu.)",canonical
ND100_44_3_b_0969_a0,ND100_44_3_b_0969,Điều khiển tàu vượt tín hiệu đóng khi chưa được phép,canonical
ND100_46_1_0970_a0,ND100_46_1_0970,Không kiểm tra các ga về việc thi hành biểu đồ chạy tàu và kế hoạch lập tàu,canonical
ND100_45_2_b_0971_a0,ND100_45_2_b_0971,"Không công bố công khai công lệnh tải trọng, công lệnh tốc độ trên trang thông tin điện tử",canonical
ND100_45_2_a_0972_a0,ND100_45_2_a_0972,Không công bố hoặc công bố không đầy đủ nội dung biểu đồ chạy tàu,canonical
ND100_45_1_0973_a0,ND100_45_1_0973,Không công bố hoặc công bố không đầy đủ biểu đồ chạy tàu,canonical
ND100_45_3_0974_a0,ND100_45_3_0974,"Không xây dựng hoặc xây dựng không đủ nội dung công lệnh, biểu đồ chạy tàu",canonical
ND100_46_3_0975_a0,ND100_46_3_0975,"Không cấp cảnh báo cho lái tàu, trưởng tàu",canonical
ND100_46_2_a_0976_a0,ND100_46_2_a_0976,Phát mệnh lệnh chạy tàu không đúng thẩm quyền,canonical
ND100_46_2_b_0977_a0,ND100_46_2_b_0977,Không phát lệnh cho trực ban chạy tàu ga cấp cảnh báo kịp thời cho lái tàu,canonical
ND100_46_2_d_0978_a0,ND100_46_2_d_0978,"Không kịp thời phát mệnh lệnh gây chậm tàu, ách tắc giao thông",canonical
ND100_46_2_c_0979_a0,ND100_46_2_c_0979,Không phát lệnh phong tỏa khu gian theo quy định,canonical
ND100_47_5_0980_a0,ND100_47_5_0980,"Vi phạm quy tắc giao thông tại đường ngang, cầu chung",canonical
ND100_47_4_0981_a0,ND100_47_4_0981,"Dừng, đỗ xe trong phạm vi an toàn đường ngang, cầu chung",canonical
ND100_47_4_0982_a0,ND100_47_4_0982,"Không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường khi đi qua đường ngang, cầu chung",canonical
ND100_47_2_0983_a0,ND100_47_2_0983,"Không chấp hành hiệu lệnh, chỉ dẫn của biển báo hiệu, vạch kẻ đường khi qua đường ngang, cầu chung",canonical
ND100_47_1_0984_a0,ND100_47_1_0984,"Vượt rào chắn đường ngang, cầu chung khi chắn đang dịch chuyển hoặc đã đóng",canonical
ND100_47_1_0985_a0,ND100_47_1_0985,Vượt qua đường ngang khi đèn đỏ đã bật sáng,canonical
ND100_47_1_0986_a0,ND100_47_1_0986,"Không chấp hành hiệu lệnh, chỉ dẫn khi đi qua đường ngang, cầu chung, hầm",canonical
ND100_47_3_0987_a0,ND100_47_3_0987,"Dừng, đỗ xe trong phạm vi an toàn đường ngang, cầu chung",canonical
ND100_47_3_0988_a0,ND100_47_3_0988,"Vượt rào chắn đường ngang, cầu chung khi chắn đang dịch chuyển",canonical
ND100_47_3_0989_a0,ND100_47_3_0989,"Vượt đường ngang, cầu chung khi đèn đỏ đã bật sáng",canonical
ND100_47_3_0990_a0,ND100_47_3_0990,"Không chấp hành hiệu lệnh, chỉ dẫn của nhân viên gác đường ngang, cầu chung",canonical
ND100_47_9_b_0991_a0,ND100_47_9_b_0991,Điều khiển xe đặc chủng qua đường ngang không thông báo hoặc không đảm bảo an toàn,canonical
ND100_47_6_0992_a0,ND100_47_6_0992,"Dừng, đỗ, quay đầu xe trong phạm vi an toàn đường ngang, cầu chung",canonical
ND100_47_6_0993_a0,ND100_47_6_0993,"Không chấp hành hiệu lệnh, chỉ dẫn khi đi qua đường ngang, cầu chung",canonical
ND100_47_8_0994_a0,ND100_47_8_0994,"Vượt rào chắn đường ngang, cầu chung khi chắn đang dịch chuyển",canonical
ND100_47_8_0995_a0,ND100_47_8_0995,"Vượt đường ngang, cầu chung khi đèn đỏ đã bật sáng",canonical
ND100_47_8_0996_a0,ND100_47_8_0996,"Không chấp hành hiệu lệnh, chỉ dẫn của nhân viên gác đường ngang, cầu chung",canonical
ND100_47_9_a_0997_a0,ND100_47_9_a_0997,"Làm hỏng cần chắn, giàn chắn, thiết bị tại đường ngang, cầu chung",canonical
ND100_47_7_0998_a0,ND100_47_7_0998,"Vượt rào chắn đường ngang, cầu chung khi chắn đang dịch chuyển",canonical
ND100_47_7_0999_a0,ND100_47_7_0999,"Vượt đường ngang, cầu chung khi đèn đỏ đã bật sáng",canonical
ND100_47_7_1000_a0,ND100_47_7_1000,"Không chấp hành hiệu lệnh, chỉ dẫn của nhân viên gác đường ngang, cầu chung",canonical
ND100_48_1_1001_a0,ND100_48_1_1001,Không thông báo hoặc thông báo không kịp thời về tai nạn/sự cố đường sắt,canonical
ND100_48_2_1002_a0,ND100_48_2_1002,"Không phát hiện, thông báo, phòng vệ kịp thời sự cố, chướng ngại vật trên đường sắt",canonical
ND100_47_11_1003_a0,ND100_47_11_1003,"hành vi vi phạm quy định tại khoản 9 Điều 47 Nghị định số 100/2019/NĐ-CP (Cụ thể: Điều khiển xe bánh xích, xe lu bánh sắt, các phương tiện vận chuyển hàng siêu trường, siêu trọng, quá khổ giới hạn đi qua đường ngang mà không thông báo cho tổ chức quản lý đường ngang, không thực hiện đúng các biện pháp bảo đảm an toàn.; Điều khiển phương tiện giao thông cơ giới đường bộ làm hỏng cần chắn, giàn chắn, các thiết bị khác tại đường ngang, cầu chung)",canonical
ND100_48_3_1004_a0,ND100_48_3_1004,Không lập hồ sơ tai nạn hoặc không báo cáo kịp thời,canonical
ND100_47_10_1005_a0,ND100_47_10_1005,"hành vi vi phạm quy định tại khoản 5, khoản 7, khoản 8, khoản 9 Điều 47 Nghị định số 100/2019/NĐ-CP (Cụ thể: vượt rào chắn đường ngang, cầu chung khi chắn đang dịch chuyển; vượt đường ngang, cầu chung khi đèn đỏ đã bật sáng; không chấp hành hiệu lệnh, chỉ dẫn của nhân viên gác đường ngang, cầu chung khi đi qua đường ngang, cầu chung.; vượt rào chắn đường ngang, cầu chung khi chắn đang dịch chuyển; vượt đường ngang, cầu chung khi đèn đỏ đã bật sáng; không chấp hành hiệu lệnh, chỉ dẫn của nhân viên gác đường ngang, cầu chung khi đi qua đường ngang, cầu chung; Điều khiển xe bánh xích, xe lu bánh sắt, các phương tiện vận chuyển hàng siêu trường, siêu trọng, quá khổ giới hạn đi qua đường ngang mà không thông báo cho tổ chức quản lý đường ngang, không thực hiện đúng các biện pháp bảo đảm an toàn.; Điều khiển phương tiện giao thông cơ giới đường bộ làm hỏng cần chắn, giàn chắn, các thiết bị khác tại đường ngang, cầu chung)",canonical
ND100_48_4_b_1006_a0,ND100_48_4_b_1006,Không thực hiện nghĩa vụ cứu nạn khi có điều kiện,canonical
ND100_48_4_c_1007_a0,ND100_48_4_c_1007,Không đến ngay hiện trường giải quyết tai nạn giao thông đường sắt khi được báo tin hoặc yêu cầu,canonical
ND100_48_4_d_1008_a0,ND100_48_4_d_1008,"Không kịp thời xử lý, ngăn ngừa tai nạn khi công trình đường sắt hư hỏng",canonical
ND100_48_4_a_1009_a0,ND100_48_4_a_1009,"Không cung cấp đủ tài liệu, vật chứng, hồ sơ tai nạn giao thông đường sắt",canonical
ND100_48_4_đ_1010_a0,ND100_48_4_đ_1010,"Không kịp thời sửa chữa, khắc phục sự cố ảnh hưởng đến việc chạy tàu",canonical
ND100_48_5_a_1011_a0,ND100_48_5_a_1011,"Thay đổi, xóa dấu vết hiện trường vụ tai nạn giao thông đường sắt",canonical
ND100_48_5_c_1012_a0,ND100_48_5_c_1012,Gây tai nạn giao thông đường sắt không trình báo,canonical
ND100_48_5_d_1013_a0,ND100_48_5_d_1013,"Không phối hợp, không chấp hành mệnh lệnh trong việc khắc phục hậu quả, khôi phục giao thông đường sắt",canonical
ND100_48_5_b_1014_a0,ND100_48_5_b_1014,"Lợi dụng tai nạn giao thông đường sắt để xâm phạm tài sản, phương tiện bị nạn",canonical
ND100_48_5_b_1015_a0,ND100_48_5_b_1015,"Làm mất trật tự, cản trở việc xử lý tai nạn giao thông đường sắt",canonical
ND100_48_4_e_1016_a0,ND100_48_4_e_1016,Gây trở ngại khôi phục đường sắt sau tai nạn,canonical
ND100_48_6_a_1017_a0,ND100_48_6_a_1017,Không có Hội đồng giải quyết hoặc phân tích tai nạn giao thông đường sắt,canonical
ND100_48_7_b_1018_a0,ND100_48_7_b_1018,"Không tuân thủ sự chỉ đạo, điều phối lực lượng phòng, chống sự cố, thiên tai, xử lý tai nạn giao thông đường sắt",canonical
ND100_48_6_c_1019_a0,ND100_48_6_c_1019,"Không quy định trách nhiệm và công bố thông tin giải quyết sự cố, tai nạn giao thông đường sắt",canonical
ND100_48_7_a_1020_a0,ND100_48_7_a_1020,"Không xây dựng, thực hiện phương án phòng, chống, khắc phục hậu quả sự cố, thiên tai, tai nạn giao thông đường sắt",canonical
ND100_48_6_b_1021_a0,ND100_48_6_b_1021,"Không lưu trữ hồ sơ, cập nhật số liệu về sự cố, tai nạn giao thông đường sắt",canonical
ND100_48_7_đ_1022_a0,ND100_48_7_đ_1022,"Không thành lập tổ ứng phó cứu viện để giải quyết sự cố, tai nạn giao thông đường sắt",canonical
ND100_49_1_b_1023_a0,ND100_49_1_b_1023,"Vượt tường rào, hàng rào ngăn cách đường sắt",canonical
ND100_48_7_c_1024_a0,ND100_48_7_c_1024,Không thông báo kịp thời sự cố đe dọa an toàn chạy tàu,canonical
ND100_48_7_d_1025_a0,ND100_48_7_d_1025,Không đình chỉ chạy tàu khi có nguy cơ mất an toàn,canonical
